SpellID,name,castingtime,CastOnYou,CastOnOther,Expired,classes,desc1,desc2,manacost,recasttime,resist
44728,Storm of Many Rk. II,0.75,You are struck by waves of elemental power., is struck by waves of elemental power.,,MAG/102,Decrease Hitpoints by 3906.,Decrease Hitpoints by 8418.,1780,9,Fire
44729,Storm of Many Rk. III,0.75,You are struck by waves of elemental power., is struck by waves of elemental power.,,MAG/102,Decrease Hitpoints by 4101.,Decrease Hitpoints by 8838.,1860,9,Fire
44730,Praetorian Guardian,5,A phantasmal guardian protects you., is protected by a phantasmal guardian.,The phantasmal guardian leaves.,MAG/102,,Increase Hitpoints by 48 per tick.  Max: None. Calculates to current max level,1246,1.5,Unresistable
44731,Praetorian Guardian Rk. II,5,A phantasmal guardian protects you., is protected by a phantasmal guardian.,The phantasmal guardian leaves.,MAG/102,,Increase Hitpoints by 50 per tick.  Max: None. Calculates to current max level,1302,1.5,Unresistable
44732,Praetorian Guardian Rk. III,5,A phantasmal guardian protects you., is protected by a phantasmal guardian.,The phantasmal guardian leaves.,MAG/102,,Increase Hitpoints by 53 per tick.  Max: None. Calculates to current max level,1361,1.5,Unresistable
44733,Convocation of Water,6,You summon an elemental minion of pure water., beckons to the waters.,,MAG/102,Summon Pet: PCPetMagS21L102ElemWat,,450,1.5,Cold
44734,Shock of Darksteel,3.25,You are struck by a phantasmal blade., is struck by a phantasmal blade.,,MAG/102,Decrease Hitpoints by 10821.,,1023,5.25,Magic
44735,Shock of Darksteel Rk. II,3.25,You are struck by a phantasmal blade., is struck by a phantasmal blade.,,MAG/102,Decrease Hitpoints by 11362.,,1069,5.25,Magic
44736,Shock of Darksteel Rk. III,3.25,You are struck by a phantasmal blade., is struck by a phantasmal blade.,,MAG/102,Decrease Hitpoints by 11930.,,1117,5.25,Magic
44737,Wand of Dark Modulation,4.5,A mystical staff forms in your hands.,,,MAG/102,Summon Item: Wand of Pelagic Modulation,,4960,1.5,Unresistable
44738,Wand of Dark Modulation Rk. II,4.5,A mystical staff forms in your hands.,,,MAG/102,Summon Item: Wand of Pelagic Modulation,,4769,1.5,Unresistable
44739,Wand of Dark Modulation Rk. III,4.5,A mystical staff forms in your hands.,,,MAG/102,Summon Item: Wand of Pelagic Modulation,,4586,1.5,Unresistable
44741,Searing Sands,0.75,You are stung by burning sands., is stung by burning sands.,,MAG/103,Decrease Hitpoints by 8362.,,1159,4.5,Fire
44742,Searing Sands Rk. II,0.75,You are stung by burning sands., is stung by burning sands.,,MAG/103,Decrease Hitpoints by 8780.,,1211,4.5,Fire
44743,Searing Sands Rk. III,0.75,You are stung by burning sands., is stung by burning sands.,,MAG/103,Decrease Hitpoints by 9219.,,1265,4.5,Fire
44744,Coronal Skin,1,Your skin glows red.,'s skin glows red.,Your skin stops glowing.,MAG/103,,,886,14.5,Fire
44745,Coronal Skin Rk. II,1,Your skin glows red.,'s skin glows red.,Your skin stops glowing.,MAG/103,,,926,14.5,Fire
44746,Coronal Skin Rk. III,1,Your skin glows red.,'s skin glows red.,Your skin stops glowing.,MAG/103,,,968,14.5,Fire
44747,Convocation of Fire,6,You summon an elemental minion of pure fire., beckons to the heat.,,MAG/103,Summon Pet: PCPetMagS21L103ElemHeat,,450,1.5,Fire
44748,Grant Thassis' Armaments,3.5,A pack of weapons appears in your hands.,,,MAG/103,Summon Item: Folded Pack of Thalassic Armaments,,375,1.5,Unresistable
44755,Renewal of Calix,3.75,, is renewed.,,MAG/103,Increase Hitpoints by 19033.,Decrease Disease Counter by 74 ,2241,1.5,Unresistable
44756,Renewal of Calix Rk. II,3.75,, is renewed.,,MAG/103,Increase Hitpoints by 19985.,Decrease Disease Counter by 76 ,2342,1.5,Unresistable
44757,Renewal of Calix Rk. III,3.75,, is renewed.,,MAG/103,Increase Hitpoints by 20984.,Decrease Disease Counter by 78 ,2447,1.5,Unresistable
44758,Summon Mutinous Servant,4.5,You channel elemental power into an imperious servant., channels elemental power into an imperious servant.,,MAG/103,Summon Item: Summoned: Exigent Servant XXI,,5535,0,Unresistable
44759,Summon Mutinous Servant Rk. II,4.5,You channel elemental power into an imperious servant., channels elemental power into an imperious servant.,,MAG/103,Summon Item: Summoned: Exigent Servant XXI II,,5784,0,Unresistable
44760,Summon Mutinous Servant Rk. III,4.5,You channel elemental power into an imperious servant., channels elemental power into an imperious servant.,,MAG/103,Summon Item: #99812,,6044,0,Unresistable
44761,Summon Servant,0,An imperious servant is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/103,Summon Pets: PCSwmMagS21L103RuneRk1 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44762,Summon Servant II,0,An imperious servant is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/103,Summon Pets: PCSwmMagS21L103RuneRk2 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44763,Summon Servant III,0,An imperious servant is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/103,Summon Pets: PCSwmMagS21L103RuneRk3 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44770,Shieldstone Stance,6,, shifts into a resolute stance.,,MAG/103,"Mitigate Melee Damage by 33%, 68200 total",Decrease Movement by 80% ,1176,120,Unresistable
44771,Shieldstone Stance Rk. II,6,, shifts into a resolute stance.,,MAG/103,"Mitigate Melee Damage by 33%, 73300 total",Decrease Movement by 80% ,1229,120,Unresistable
44772,Shieldstone Stance Rk. III,6,, shifts into a resolute stance.,,MAG/103,"Mitigate Melee Damage by 33%, 78800 total",Decrease Movement by 80% ,1284,120,Unresistable
44773,Convocation of Earth,6,You summon an elemental minion of pure earth., beckons to the earth.,,MAG/104,Summon Pet: PCPetMagS21L104ElemErf,,450,1.5,Disease
44774,Circle of Flameweaving,6,Your skin is covered in flames.,'s skin is covered in flames.,The flames fade away.,MAG/104,Increase Damage Shield by 407 ,Increase Fire Resist by 45 ,2763,1.5,Fire
44775,Circle of Flameweaving Rk. II,6,Your skin is covered in flames.,'s skin is covered in flames.,The flames fade away.,MAG/104,Increase Damage Shield by 427 ,Increase Fire Resist by 45 ,2887,1.5,Fire
44776,Circle of Flameweaving Rk. III,6,Your skin is covered in flames.,'s skin is covered in flames.,The flames fade away.,MAG/104,Increase Damage Shield by 448 ,Increase Fire Resist by 45 ,3017,1.5,Fire
44777,Iceflame Armaments,3,, is surrounded by cold flames.,,MAG/104,,Add Proc: Iceflame Strike  rate mod 150,773,1.5,Cold
44778,Iceflame Armaments Rk. II,3,, is surrounded by cold flames.,,MAG/104,,Add Proc: Iceflame Strike II  rate mod 150,808,1.5,Cold
44779,Iceflame Armaments Rk. III,3,, is surrounded by cold flames.,,MAG/104,,Add Proc: Iceflame Strike III  rate mod 150,844,1.5,Cold
44783,Darksteel Malosenete,3.25,,,,MAG/104,Add Effect: Malosenete,Add Effect: Shock of Darksteel,1970,5.25,Unresistable
44784,Darksteel Malosenete Rk. II,3.25,,,,MAG/104,Add Effect: Malosenete Rk. II,Add Effect: Shock of Darksteel Rk. II,2059,5.25,Unresistable
44785,Darksteel Malosenete Rk. III,3.25,,,,MAG/104,Add Effect: Malosenete Rk. III,Add Effect: Shock of Darksteel Rk. III,2152,5.25,Unresistable
44786,Chaotic Benefaction,3,Your aggression becomes paired with empathy.,'s aggression becomes paired with empathy.,The empathetic effect fades from your aggressive actions.,MAG/104,Trigger on Cast: Chaotic Benefaction Effect,Limit: Spell Type (Detrimental only),993,1.5,Unresistable
44787,Chaotic Benefaction Rk. II,3,Your aggression becomes paired with empathy.,'s aggression becomes paired with empathy.,The empathetic effect fades from your aggressive actions.,MAG/104,Trigger on Cast: Chaotic Benefaction Effect II,Limit: Spell Type (Detrimental only),1038,1.5,Unresistable
44788,Chaotic Benefaction Rk. III,3,Your aggression becomes paired with empathy.,'s aggression becomes paired with empathy.,The empathetic effect fades from your aggressive actions.,MAG/104,Trigger on Cast: Chaotic Benefaction Effect III,Limit: Spell Type (Detrimental only),1085,1.5,Unresistable
44792,Rain of Cutlasses,4,Scythes rain down around you., is struck by a rain of scythes.,,MAG/104,Decrease Hitpoints by 15154.,,1739,12,Magic
44793,Rain of Cutlasses Rk. II,4,scythes rain down around you., is struck by a rain of scythes.,,MAG/104,Decrease Hitpoints by 15912.,,1817,12,Magic
44794,Rain of Cutlasses Rk. III,4,scythes rain down around you., is struck by a rain of scythes.,,MAG/104,Decrease Hitpoints by 16708.,,1899,12,Magic
44795,Searing Blast,4,You are immolated by a blast of heat., is immolated by a blast of heat.,,MAG/104,Decrease Hitpoints by 9661.,,2621,12,Fire
44796,Searing Blast Rk. II,4,You are immolated by a blast of heat., is immolated by a blast of heat.,,MAG/104,Decrease Hitpoints by 10144.,,2739,12,Fire
44797,Searing Blast Rk. III,4,You are immolated by a blast of heat., is immolated by a blast of heat.,,MAG/104,Decrease Hitpoints by 10651.,,2862,12,Fire
44798,Fickle Conflagration,1.5,Your skin ignites in fickle flames.,'s skin ignites in fickle flames.,,MAG/105,Decrease Hitpoints by 15378.,,1777,5.25,Fire
44799,Fickle Conflagration Rk. II,1.5,Your skin ignites in fickle flames.,'s skin ignites in fickle flames.,,MAG/105,Decrease Hitpoints by 16147.,,1857,5.25,Fire
44800,Fickle Conflagration Rk. III,1.5,Your skin ignites in fickle flames.,'s skin ignites in fickle flames.,,MAG/105,Decrease Hitpoints by 16954.,,1941,5.25,Fire
44804,Mass Dark Transvergence,4.5,A mystical staff forms in your hands.,,,MAG/105,Summon Item: Wand of Pelagic Transvergence,,5346,1.5,Unresistable
44805,Mass Dark Transvergence Rk. II,4.5,A mystical staff forms in your hands.,,,MAG/105,Summon Item: Wand of Pelagic Transvergence,,5140,1.5,Unresistable
44806,Mass Dark Transvergence Rk. III,4.5,A mystical staff forms in your hands.,,,MAG/105,Summon Item: Wand of Pelagic Transvergence,,4942,1.5,Unresistable
44808,Remorseless Servant,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 18 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,3690,19,Unresistable
44809,Remorseless Servant Rk. II,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 20 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,3856,19,Unresistable
44810,Remorseless Servant Rk. III,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 22 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,4030,19,Unresistable
44811,Remote Remorseless Servant,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 18 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,3872,19.5,Unresistable
44812,Remote Remorseless Servant Rk. II,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 20 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,4046,19.5,Unresistable
44813,Remote Remorseless Servant Rk. III,1,, is surrounded in remorseless elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105Garg2Runic x 1 for 22 sec,Decrease Hitpoints by 1.  Max: None. Calculates to current max level.,4228,19.5,Unresistable
44814,Spear of Molten Shieldstone,3.5,You are impaled by a burning spear., is impaled by a burning spear.,,MAG/105,Decrease Hitpoints by 26967.,,4487,9,Fire
44815,Spear of Molten Shieldstone Rk. II,3.5,You are impaled by a burning spear., is impaled by a burning spear.,,MAG/105,Decrease Hitpoints by 28315.,,4689,9,Fire
44816,Spear of Molten Shieldstone Rk. III,3.5,You are impaled by a burning spear., is impaled by a burning spear.,,MAG/105,Decrease Hitpoints by 29731.,,4900,9,Fire
44817,Dark Symbiosis,3,, staggers as elemental energy is torn away.,,MAG/105,Decrease Hitpoints by 6363.  Max: None. Calculates to current max level.,,0,1.5,Unresistable
44818,Dark Symbiosis Rk. II,3,, staggers as elemental energy is torn away.,,MAG/105,Decrease Hitpoints by 6681.  Max: None. Calculates to current max level.,,0,1.5,Unresistable
44819,Dark Symbiosis Rk. III,3,, staggers as elemental energy is torn away.,,MAG/105,Decrease Hitpoints by 7015.  Max: None. Calculates to current max level.,,0,1.5,Unresistable
44823,Summon Mutinous Minion,4.5,You channel elemental power into a mutinous minion., channels elemental power into a mutinous minion.,,MAG/105,Summon Item: Summoned: Exigent Minion XXI,,5800,0,Unresistable
44824,Summon Mutinous Minion Rk. II,4.5,You channel elemental power into a mutinous minion., channels elemental power into a mutinous minion.,,MAG/105,Summon Item: Summoned: Exigent Minion XXI II,,6061,0,Unresistable
44825,Summon Mutinous Minion Rk. III,4.5,You channel elemental power into a mutinous minion., channels elemental power into a mutinous minion.,,MAG/105,Summon Item: #99815,,6334,0,Unresistable
44826,Summon Minion,0,A mutinous minion is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105RuneRk1 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44827,Summon Minion II,0,A mutinous minion is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105RuneRk2 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44828,Summon Minion III,0,A mutinous minion is unleashed in your direction., is attacked by unleashed elemental energy.,,MAG/105,Summon Pets: PCSwmMagS21L105RuneRk3 x 1 for 30 sec,Decrease Hitpoints by 1.,10,0,Unresistable
44835,Shieldstone Bodyguard,3,You call on a bodyguard., calls on a bodyguard.,The bodyguard no longer serves you.,MAG/105,Add Defensive Proc: Shieldstone Bodyguard  rate mod 400,,803,1.5,Unresistable
44836,Shieldstone Bodyguard Rk. II,3,You call on a bodyguard., calls on a bodyguard.,The bodyguard no longer serves you.,MAG/105,Add Defensive Proc: Shieldstone Bodyguard II  rate mod 400,,839,1.5,Unresistable
44837,Shieldstone Bodyguard Rk. III,3,You call on a bodyguard., calls on a bodyguard.,The bodyguard no longer serves you.,MAG/105,Add Defensive Proc: Shieldstone Bodyguard III  rate mod 400,,877,1.5,Unresistable
44838,Shieldstone Bodyguard,0,A bodyguard appears.,,,MAG/105,Summon Pets: PCSwmMagS21L105ElemErfRk1 x 1 for 6 sec,,0,0,Unresistable
44839,Shieldstone Bodyguard II,0,A bodyguard appears.,,,MAG/105,Summon Pets: PCSwmMagS21L105ElemErfRk2 x 1 for 6 sec,,0,0,Unresistable
44840,Shieldstone Bodyguard III,0,A bodyguard appears.,,,MAG/105,Summon Pets: PCSwmMagS21L105ElemErfRk3 x 1 for 6 sec,,0,0,Unresistable
44841,Coronal Rain,4,You are caught in a burning rain., is caught in a burning rain.,,MAG/103,Decrease Hitpoints by 15530.,,1808,12,Fire
44842,Coronal Rain Rk. II,4,You are caught in a burning rain., is caught in a burning rain.,,MAG/103,Decrease Hitpoints by 16307.,,1889,12,Fire
44843,Coronal Rain Rk. III,4,You are caught in a burning rain., is caught in a burning rain.,,MAG/103,Decrease Hitpoints by 17122.,,1974,12,Fire
44850,Bewilder,2.5,You are completely confused as to what to do next., stands around looking utterly confused.,,ENC/101,Mesmerize (2/108),Memblur (30%),1050,1.5,Magic
44851,Bewilder Rk. II,2.5,You are completely confused as to what to do next., stands around looking utterly confused.,,ENC/101,Mesmerize (2/108),Memblur (30%),1050,1.5,Magic
44852,Bewilder Rk. III,2.5,You are completely confused as to what to do next., stands around looking utterly confused.,,ENC/101,Mesmerize (2/108),Memblur (35%),1050,1.5,Magic
44853,Gordianus' Animation,6,You animate an arcane servant., animates an arcane servant.,,ENC/101,Summon Pet: PCPetEncS21L101AnimRk1,,450,1.5,Unresistable
44854,Gordianus' Animation Rk. II,6,You animate an arcane servant., animates an arcane servant.,,ENC/101,Summon Pet: PCPetEncS21L101AnimRk2,,450,1.5,Unresistable
44855,Gordianus' Animation Rk. III,6,You animate an arcane servant., animates an arcane servant.,,ENC/101,Summon Pet: PCPetEncS21L101AnimRk3,,450,1.5,Unresistable
44856,Rune of Lucem,4,A glowing shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,Increase Absorb Damage by 47657 ,,2397,1.5,Unresistable
44857,Rune of Lucem Rk. II,4,A glowing shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,Increase Absorb Damage by 50040 ,,2492,1.5,Unresistable
44858,Rune of Lucem Rk. III,4,A glowing shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,Increase Absorb Damage by 52542 ,,2591,1.5,Unresistable
44859,Enticer's Rune,5,Shimmering runes surround your body., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,,,3600,2.5,Unresistable
44860,Enticer's Rune Rk. II,5,Shimmering runes surround your body., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,,,3743,2.5,Unresistable
44861,Enticer's Rune Rk. III,5,Shimmering runes surround your body., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/101,,,3891,2.5,Unresistable
44862,Speed of Prokev,6,Your body quickens.,'s body quickens.,Your quickening fades.,ENC/101,,Increase AGI by 204 ,1107,1.5,Unresistable
44863,Speed of Prokev Rk. II,6,Your body quickens.,'s body quickens.,Your quickening fades.,ENC/101,,Increase AGI by 214 ,1157,1.5,Unresistable
44864,Speed of Prokev Rk. III,6,Your body quickens.,'s body quickens.,Your quickening fades.,ENC/101,,Increase AGI by 225 ,1209,1.5,Unresistable
44865,Intellectual Appropriation,3,Multicolored lights tear at your concentration.,'s concentration is broken by multicolored lights.,,ENC/101,Decrease Hitpoints by 8255.,,1545,15,Chromatic
44866,Intellectual Appropriation Rk. II,3,Multicolored lights tear at your concentration.,'s concentration is broken by multicolored lights.,,ENC/101,Decrease Hitpoints by 8668.,,1615,15,Chromatic
44867,Intellectual Appropriation Rk. III,3,Multicolored lights tear at your concentration.,'s concentration is broken by multicolored lights.,,ENC/101,Decrease Hitpoints by 9101.,,1688,15,Chromatic
44871,Chromatic Blink,1.5,You feel a sharp pain behind your temples., winces in pain.,,ENC/101,Decrease Hitpoints by 6220.,Add Effect: Chromatic Blink Reciprocation,843,6,Chromatic
44872,Chromatic Blink Rk. II,1.5,You feel a sharp pain behind your temples., winces in pain.,,ENC/101,Decrease Hitpoints by 6531.,Add Effect: Chromatic Blink Reciprocation Rk. II,881,6,Chromatic
44873,Chromatic Blink Rk. III,1.5,You feel a sharp pain behind your temples., winces in pain.,,ENC/101,Decrease Hitpoints by 6858.,Add Effect: Chromatic Blink Reciprocation Rk. III,921,6,Chromatic
44877,Aegis of the Indagator,2,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/101,Absorb Dot Damage (20%),,1057,15,Unresistable
44878,Aegis of the Indagator Rk. II,2,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/101,Absorb Dot Damage (20%),,1105,15,Unresistable
44879,Aegis of the Indagator Rk. III,2,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/101,Absorb Dot Damage (20%),,1155,15,Unresistable
44880,Tears of Visius,0.75,Your mana ignites.,'s mana ignites.,,ENC/101,Decrease Mana and Hitpoints by up to 1553 per tick,Decrease Hitpoints by 1.,1852,8,Chromatic
44881,Tears of Visius Rk. II,0.75,Your mana ignites.,'s mana ignites.,,ENC/101,Decrease Mana and Hitpoints by up to 1631 per tick,Decrease Hitpoints by 1.,1935,8,Chromatic
44882,Tears of Visius Rk. III,0.75,Your mana ignites.,'s mana ignites.,,ENC/101,Decrease Mana and Hitpoints by up to 1713 per tick,Decrease Hitpoints by 1.,2022,8,Chromatic
44883,Runic Torrent Aura,3,You are enveloped in a swirling shimmer of runes., is enveloped in a swirling shimmer of runes.,,ENC/102,Persistent Effect: Runic Torrent Aura Effect [44886],,875,1.5,Unresistable
44884,Runic Torrent Aura Rk. II,3,You are enveloped in a swirling shimmer of runes., is enveloped in a swirling shimmer of runes.,,ENC/102,Persistent Effect: Runic Torrent Aura Effect II [44887],,914,1.5,Unresistable
44885,Runic Torrent Aura Rk. III,3,You are enveloped in a swirling shimmer of runes., is enveloped in a swirling shimmer of runes.,,ENC/102,Persistent Effect: Runic Torrent Aura Effect III [44888],,955,1.5,Unresistable
44889,Bewildering Flash,1.5,A sudden flash of colored light confuses you., is confused by a sudden flash of colored light.,,ENC/102,Mesmerize (2/108),Memblur (30%),600,90,Chromatic
44890,Bewildering Flash Rk. II,1.5,A sudden flash of colored light confuses you., is confused by a sudden flash of colored light.,,ENC/102,Mesmerize (2/108),Memblur (30%),600,90,Chromatic
44891,Bewildering Flash Rk. III,1.5,A sudden flash of colored light confuses you., is confused by a sudden flash of colored light.,,ENC/102,Mesmerize (2/108),Memblur (35%),600,90,Chromatic
44892,Enticer's Aura,3,You are enveloped in the enticer's aura., is enveloped in the enticer's aura.,,ENC/102,Persistent Effect: Enticer's Aura Effect [44895],,1300,1.5,Unresistable
44893,Enticer's Aura Rk. II,3,You are enveloped in the enticer's aura., is enveloped in the enticer's aura.,,ENC/102,Persistent Effect: Enticer's Aura Effect II [44896],,1300,1.5,Unresistable
44894,Enticer's Aura Rk. III,3,You are enveloped in the enticer's aura., is enveloped in the enticer's aura.,,ENC/102,Persistent Effect: Enticer's Aura Effect III [44897],,1300,1.5,Unresistable
44898,Enticer's Echo,3,You are enveloped in the enticer's echo., is enveloped in the enticer's echo.,,ENC/102,Persistent Effect: Enticer's Echo Effect [44901],,1300,1.5,Unresistable
44899,Enticer's Echo Rk. II,3,You are enveloped in the enticer's echo., is enveloped in the enticer's echo.,,ENC/102,Persistent Effect: Enticer's Echo Effect II [44902],,1300,1.5,Unresistable
44900,Enticer's Echo Rk. III,3,You are enveloped in the enticer's echo., is enveloped in the enticer's echo.,,ENC/102,Persistent Effect: Enticer's Echo Effect III [44903],,1300,1.5,Unresistable
44904,Pacified Mind,3,You are washed over with a sense of calm., looks very calm.,,ENC/102,Reaction Radius (15/105),,600,2.75,Magic
44905,Pacified Mind Rk. II,3,You are washed over with a sense of calm., looks very calm.,,ENC/102,Reaction Radius (12/105),,600,2.75,Magic
44906,Pacified Mind Rk. III,3,You are washed over with a sense of calm., looks very calm.,,ENC/102,Reaction Radius (10/105),,600,2.75,Magic
44907,Remote Color Concourse,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/102,Stun (6.00 sec/108),,1356,12,Magic
44908,Remote Color Concourse Rk. II,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/102,Stun (6.00 sec/108),,1356,12,Magic
44909,Remote Color Concourse Rk. III,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/102,Stun (6.00 sec/108),,1356,12,Magic
44910,Chromarift,3,A burst of multicolored lights pound at your senses.,'s senses are blasted by multicolored lights.,,ENC/102,Decrease Hitpoints by 9678.,,1088,4.5,Chromatic
44911,Chromarift Rk. II,3,A burst of multicolored lights pound at your senses.,'s senses are blasted by multicolored lights.,,ENC/102,Decrease Hitpoints by 10162.,,1137,4.5,Chromatic
44912,Chromarift Rk. III,3,A burst of multicolored lights pound at your senses.,'s senses are blasted by multicolored lights.,,ENC/102,Decrease Hitpoints by 10670.,,1188,4.5,Chromatic
44913,Decree of Tashan,1,You hear the barking of Tashan., glances nervously about.,The barking fades.,ENC/102,Empathy,Decrease Magic Resist by 55 (L102) to 160 (L101) ,100,1.5,Unresistable
44914,Decree of Tashan Rk. II,1,You hear the barking of Tashan., glances nervously about.,The barking fades.,ENC/102,Empathy,Decrease Magic Resist by 57 (L102) to 164 (L101) ,100,1.5,Unresistable
44915,Decree of Tashan Rk. III,1,You hear the barking of Tashan., glances nervously about.,The barking fades.,ENC/102,Empathy,Decrease Magic Resist by 59 (L102) to 168 (L101) ,100,1.5,Unresistable
44916,Captivation,5,You lose control of yourself., has been charmed.,You regain control of yourself.,ENC/102,Charm up to level 102,Increase AGI by 204 ,2148,1.5,Magic
44917,Captivation Rk. II,5,You lose control of yourself., has been charmed.,You regain control of yourself.,ENC/102,Charm up to level 102,Increase AGI by 214 ,2148,1.5,Magic
44918,Captivation Rk. III,5,You lose control of yourself., has been charmed.,You regain control of yourself.,ENC/102,Charm up to level 102,Increase AGI by 225 ,2148,1.5,Magic
44919,Legion of the Indagator,6,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/102,Absorb Dot Damage (20%),,1587,15,Unresistable
44920,Legion of the Indagator Rk. II,6,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/102,Absorb Dot Damage (20%),,1658,15,Unresistable
44921,Legion of the Indagator Rk. III,6,You are protected by a shimmering aegis., is protected by a shimmering aegis.,The aegis fades.,ENC/102,Absorb Dot Damage (20%),,1733,15,Unresistable
44922,Aegis of Gordianus,2,You are protected by the aegis of Gordianus., is protected by the aegis of Gordianus.,The aegis fades.,ENC/103,"Mitigate Spell Damage by 20%, 40816 total",,1263,15,Unresistable
44923,Aegis of Gordianus Rk. II,2,You are protected by the aegis of Gordianus., is protected by the aegis of Gordianus.,The aegis fades.,ENC/103,"Mitigate Spell Damage by 20%, 43877 total",,1320,15,Unresistable
44924,Aegis of Gordianus Rk. III,2,You are protected by the aegis of Gordianus., is protected by the aegis of Gordianus.,The aegis fades.,ENC/103,"Mitigate Spell Damage by 20%, 47168 total",,1379,15,Unresistable
44925,Pacifying Issuance,3,,,,ENC/103,Persistent Effect: Pacifying Issuance Effect [44928],,837,1.5,Unresistable
44926,Pacifying Issuance Rk. II,3,,,,ENC/103,Persistent Effect: Pacifying Issuance Effect II [44929],,875,1.5,Unresistable
44927,Pacifying Issuance Rk. III,3,,,,ENC/103,Persistent Effect: Pacifying Issuance Effect III [44930],,914,1.5,Unresistable
44931,Augmenting Aura,3,,,,ENC/103,Persistent Effect: Augmenting Aura Effect [44934],,978,1.5,Unresistable
44932,Augmenting Aura Rk. II,3,,,,ENC/103,Persistent Effect: Augmenting Aura Effect II [44935],,1022,1.5,Unresistable
44933,Augmenting Aura Rk. III,3,,,,ENC/103,Persistent Effect: Augmenting Aura Effect III [44936],,1068,1.5,Unresistable
44937,Chaotic Bewildering,2.5,You are completely confounded., is completely confounded.,,ENC/103,Mesmerize (2/108),,1300,1.5,Magic
44938,Chaotic Bewildering Rk. II,2.5,You are completely confounded., is completely confounded.,,ENC/103,Mesmerize (2/108),,1300,1.5,Magic
44939,Chaotic Bewildering Rk. III,2.5,You are completely confounded., is completely confounded.,,ENC/103,Mesmerize (2/108),,1300,1.5,Magic
44941,Drown,3,You gasp for air., begins to choke.,You can breathe normally again.,ENC/103,Decrease HP when cast by 17255 ,,7355,1.5,Chromatic
44942,Drown Rk. II,3,You gasp for air., begins to choke.,You can breathe normally again.,ENC/103,Decrease HP when cast by 18118 ,,7626,1.5,Chromatic
44943,Drown Rk. III,3,You gasp for air., begins to choke.,You can breathe normally again.,ENC/103,Decrease HP when cast by 19024 ,,7909,1.5,Chromatic
44944,Undermining Helix,2.5,Your strength is diminished., is diminished.,You are no longer diminished.,ENC/103,Increase Disease Counter by 24 ,Decrease Attack Speed by 70% ,707,6,Magic
44945,Undermining Helix Rk. II,2.5,Your strength is diminished., is diminished.,You are no longer diminished.,ENC/103,Increase Disease Counter by 24 ,Decrease Attack Speed by 70% ,739,6,Magic
44946,Undermining Helix Rk. III,2.5,Your strength is diminished., is diminished.,You are no longer diminished.,ENC/103,Increase Disease Counter by 24 ,Decrease Attack Speed by 70% ,772,6,Magic
44947,Precognition,4,You gain insight into things unknown., is blessed with visions of the future.,Your vision fades.,ENC/103,Increase Mana Pool by 1947 ,Increase Mana by 116 per tick,1149,1.5,Unresistable
